size,median
1KB.bin,0.033641815185546875
500KiB.bin,0.03333926200866699
1MB.bin,0.02510809898376465
10MB.bin,0.030732274055480957
20MB.bin,0.061988234519958496
50MB.bin,0.08001462459564209
100MB.bin,0.115984745025634766
200MB.bin,0.13495516777038574
500MB.bin,0.5223561525344849
